# freq_THz  G_total  G_Ga  G_S
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
1.3732910156e+01 2.8912664500e-02 1.1397248760e-02 1.7515415739e-02
1.3793945312e+01 2.7835264539e-02 1.0995502606e-02 1.6839761932e-02
1.3854980469e+01 2.6779321398e-02 1.0660715989e-02 1.6118605409e-02
1.3916015625e+01 2.5380034150e-02 1.0203989809e-02 1.5176044341e-02
1.3977050781e+01 2.4247744037e-02 9.8261587277e-03 1.4421585309e-02
1.4038085938e+01 2.3512443466e-02 9.6215117245e-03 1.3890931741e-02
1.4099121094e+01 2.2753936530e-02 9.3664253059e-03 1.3387511224e-02
1.4160156250e+01 2.1953454499e-02 9.1117254579e-03 1.2841729041e-02
1.4221191406e+01 2.1279315444e-02 8.8434634530e-03 1.2435851991e-02
1.4282226562e+01 2.0538970133e-02 8.5810266509e-03 1.1957943482e-02
1.4343261719e+01 1.9967432795e-02 8.4058846032e-03 1.1561548192e-02
1.4404296875e+01 1.9444623293e-02 8.2425492399e-03 1.1202074053e-02
1.4465332031e+01 1.8787328071e-02 7.9649193408e-03 1.0822408731e-02
1.4526367188e+01 1.8267663495e-02 7.7662813103e-03 1.0501382184e-02
1.4587402344e+01 1.7972986485e-02 7.6786333084e-03 1.0294353177e-02
1.4648437500e+01 1.7577493225e-02 7.5310571908e-03 1.0046436034e-02
1.4709472656e+01 1.7225687328e-02 7.4133749975e-03 9.8123123306e-03
1.4770507812e+01 1.6961016207e-02 7.2682475339e-03 9.6927686734e-03
1.4831542969e+01 1.6693583514e-02 7.1298844204e-03 9.5636990937e-03
1.4892578125e+01 1.6427902070e-02 7.0520826758e-03 9.3758193946e-03
1.4953613281e+01 1.6215846744e-02 6.9737934732e-03 9.2420532709e-03
1.5014648438e+01 1.5983721225e-02 6.8797360636e-03 9.1039851619e-03
1.5075683594e+01 1.5736740386e-02 6.7792893594e-03 8.9574510269e-03
1.5136718750e+01 1.5408001957e-02 6.6379778000e-03 8.7700241569e-03
1.5197753906e+01 1.5134393212e-02 6.5173994693e-03 8.6169937430e-03
1.5258789062e+01 1.4962837882e-02 6.4467659212e-03 8.5160719604e-03
1.5319824219e+01 1.4646827338e-02 6.3362495413e-03 8.3105777964e-03
1.5380859375e+01 1.4345888810e-02 6.2346050025e-03 8.1112838077e-03
1.5441894531e+01 1.4108820331e-02 6.1073165895e-03 8.0015037412e-03
1.5502929688e+01 1.3795967985e-02 5.9807857974e-03 7.8151821878e-03
1.5563964844e+01 1.3434888818e-02 5.8481717791e-03 7.5867170388e-03
1.5625000000e+01 1.3031455976e-02 5.6685498637e-03 7.3629061125e-03
1.5686035156e+01 1.2607446384e-02 5.4953171626e-03 7.1121292218e-03
1.5747070312e+01 1.2101392757e-02 5.2998025380e-03 6.8015902186e-03
1.5808105469e+01 1.1760765745e-02 5.1591453691e-03 6.6016203760e-03
1.5869140625e+01 1.1469158097e-02 5.0616629175e-03 6.4074951797e-03
1.5930175781e+01 1.1114686244e-02 4.9325721426e-03 6.1821141014e-03
1.5991210938e+01 1.0741700974e-02 4.7745435421e-03 5.9671574314e-03
1.6052246094e+01 1.0322413599e-02 4.6035954885e-03 5.7188181100e-03
1.6113281250e+01 9.9113881073e-03 4.4328790058e-03 5.4785091015e-03
1.6174316406e+01 9.5600146466e-03 4.2927168480e-03 5.2672977986e-03
1.6235351562e+01 9.2328141396e-03 4.1626271772e-03 5.0701869624e-03
1.6296386719e+01 8.8588171298e-03 4.0003792909e-03 4.8584378389e-03
1.6357421875e+01 8.5290465147e-03 3.8617199577e-03 4.6673265570e-03
1.6418457031e+01 8.2706258943e-03 3.7332726021e-03 4.5373532923e-03
1.6479492188e+01 8.0599116410e-03 3.6477369711e-03 4.4121746699e-03
1.6540527344e+01 7.7970586952e-03 3.5350398507e-03 4.2620188445e-03
1.6601562500e+01 7.5179972609e-03 3.4026990645e-03 4.1152981964e-03
1.6662597656e+01 7.4100823017e-03 3.3474082766e-03 4.0626740251e-03
1.6723632812e+01 7.3982860264e-03 3.3248808428e-03 4.0734051836e-03
1.6784667969e+01 7.3733814723e-03 3.2849669751e-03 4.0884144972e-03
1.6845703125e+01 7.3660677055e-03 3.2591456057e-03 4.1069220998e-03
1.6906738281e+01 7.4541760996e-03 3.2759612674e-03 4.1782148322e-03
1.6967773438e+01 7.5822832896e-03 3.2898459601e-03 4.2924373295e-03
1.7028808594e+01 7.7505533023e-03 3.3246145403e-03 4.4259387620e-03
1.7089843750e+01 7.8731663925e-03 3.3421775897e-03 4.5309888028e-03
1.7150878906e+01 7.9370894361e-03 3.3531869444e-03 4.5839024916e-03
1.7211914062e+01 7.9347298376e-03 3.3460953569e-03 4.5886344807e-03
1.7272949219e+01 7.9272368914e-03 3.3448112190e-03 4.5824256724e-03
1.7333984375e+01 7.7558727520e-03 3.2704913443e-03 4.4853814077e-03
1.7395019531e+01 7.6031429439e-03 3.2229967100e-03 4.3801462339e-03
1.7456054688e+01 7.3554780923e-03 3.1352700684e-03 4.2202080239e-03
1.7517089844e+01 7.1031930176e-03 3.0695145817e-03 4.0336784359e-03
1.7578125000e+01 6.7516334300e-03 2.9436693842e-03 3.8079640458e-03
1.7639160156e+01 6.4264803469e-03 2.8387278403e-03 3.5877525066e-03
1.7700195312e+01 6.1085025736e-03 2.7298620322e-03 3.3786405414e-03
1.7761230469e+01 5.7928808182e-03 2.6061245119e-03 3.1867563063e-03
1.7822265625e+01 5.5252427751e-03 2.5012517762e-03 3.0239909989e-03
1.7883300781e+01 5.4128446226e-03 2.4792275909e-03 2.9336170317e-03
1.7944335938e+01 5.2907518878e-03 2.4316024071e-03 2.8591494807e-03
1.8005371094e+01 5.1597467359e-03 2.3658855838e-03 2.7938611520e-03
1.8066406250e+01 5.1185406836e-03 2.3583599900e-03 2.7601806936e-03
1.8127441406e+01 5.0714476166e-03 2.3288408729e-03 2.7426067437e-03
1.8188476562e+01 5.0924666838e-03 2.3245073495e-03 2.7679593343e-03
1.8249511719e+01 5.1033743992e-03 2.3043041111e-03 2.7990702882e-03
1.8310546875e+01 5.1953535379e-03 2.3156707690e-03 2.8796827690e-03
1.8371582031e+01 5.2809189977e-03 2.3126416661e-03 2.9682773316e-03
1.8432617188e+01 5.5102039527e-03 2.3575146155e-03 3.1526893372e-03
1.8493652344e+01 5.8025877290e-03 2.4243085309e-03 3.3782791981e-03
1.8554687500e+01 6.0855002418e-03 2.4666047345e-03 3.6188955073e-03
1.8615722656e+01 6.4195480606e-03 2.5334926751e-03 3.8860553855e-03
1.8676757812e+01 6.7390219412e-03 2.5792787049e-03 4.1597432362e-03
1.8737792969e+01 7.1129092724e-03 2.6576111993e-03 4.4552980731e-03
1.8798828125e+01 7.5670169106e-03 2.7682063745e-03 4.7988105361e-03
1.8859863281e+01 8.0135120238e-03 2.8616563755e-03 5.1518556484e-03
1.8920898438e+01 8.4649785195e-03 2.9580528829e-03 5.5069256366e-03
1.8981933594e+01 8.8615916676e-03 3.0270232015e-03 5.8345684660e-03
1.9042968750e+01 9.3229059809e-03 3.1191066996e-03 6.2037992813e-03
1.9104003906e+01 9.6173936307e-03 3.1686747099e-03 6.4487189208e-03
1.9165039062e+01 1.0039504375e-02 3.2329884516e-03 6.8065159236e-03
1.9226074219e+01 1.0480219883e-02 3.3308477744e-03 7.1493721090e-03
1.9287109375e+01 1.0836751240e-02 3.4091941276e-03 7.4275571120e-03
1.9348144531e+01 1.1171344724e-02 3.4857419372e-03 7.6856027869e-03
1.9409179688e+01 1.1708776266e-02 3.6111616774e-03 8.0976145888e-03
1.9470214844e+01 1.2062883785e-02 3.6734155898e-03 8.3894681957e-03
1.9531250000e+01 1.2343840704e-02 3.7097922898e-03 8.6340484141e-03
1.9592285156e+01 1.2620945870e-02 3.7699410629e-03 8.8510048073e-03
1.9653320312e+01 1.2862993364e-02 3.8030887175e-03 9.0599046462e-03
1.9714355469e+01 1.3063583115e-02 3.8604662482e-03 9.2031168671e-03
1.9775390625e+01 1.2990046095e-02 3.8300071180e-03 9.1600389766e-03
1.9836425781e+01 1.3026993322e-02 3.8212571180e-03 9.2057362039e-03
1.9897460938e+01 1.3000343996e-02 3.8005684359e-03 9.1997755604e-03
1.9958496094e+01 1.2745994600e-02 3.7190378404e-03 9.0269567592e-03
2.0019531250e+01 1.2418721452e-02 3.6276037314e-03 8.7911177205e-03
2.0080566406e+01 1.1977239489e-02 3.5115382510e-03 8.4657012379e-03
2.0141601562e+01 1.1486995399e-02 3.3816558055e-03 8.1053395932e-03
2.0202636719e+01 1.0952356890e-02 3.2548209822e-03 7.6975359077e-03
2.0263671875e+01 1.0391527201e-02 3.1104745686e-03 7.2810526322e-03
2.0324707031e+01 9.8018708313e-03 2.9553947231e-03 6.8464761081e-03
