# freq_THz  G_total_s  G_Ga_s  G_S_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.1; mass_weighted=True; primitive_atoms=4; total_equals_sum_of_partials=True
1.8066406250e+01 5.0476227136e-03 2.3147796730e-03 2.7328430406e-03
1.8127441406e+01 4.9316660156e-03 2.2683965144e-03 2.6632695012e-03
1.8188476562e+01 4.8593156424e-03 2.2349664513e-03 2.6243491910e-03
1.8249511719e+01 4.8328521969e-03 2.2147065364e-03 2.6181456606e-03
1.8310546875e+01 4.8539932830e-03 2.2070496344e-03 2.6469436485e-03
1.8371582031e+01 4.9249165086e-03 2.2116639163e-03 2.7132525923e-03
1.8432617188e+01 5.0478031534e-03 2.2286513327e-03 2.8191518208e-03
1.8493652344e+01 5.2228024539e-03 2.2580018274e-03 2.9648006265e-03
1.8554687500e+01 5.4461748518e-03 2.2990360241e-03 3.1471388277e-03
1.8615722656e+01 5.7109262350e-03 2.3503643126e-03 3.3605619223e-03
1.8676757812e+01 6.0086812132e-03 2.4100740112e-03 3.5986072021e-03
1.8737792969e+01 6.3296383882e-03 2.4752769690e-03 3.8543614192e-03
1.8798828125e+01 6.6635611258e-03 2.5424960953e-03 4.1210650305e-03
1.8859863281e+01 7.0041683127e-03 2.6102704932e-03 4.3938978195e-03
1.8920898438e+01 7.3501536503e-03 2.6799906347e-03 4.6701630156e-03
1.8981933594e+01 7.7020334102e-03 2.7529920693e-03 4.9490413409e-03
1.9042968750e+01 8.0625286007e-03 2.8290044096e-03 5.2335241911e-03
1.9104003906e+01 8.4375099950e-03 2.9076908128e-03 5.5298191822e-03
1.9165039062e+01 8.8331663313e-03 2.9901278306e-03 5.8430385008e-03
1.9226074219e+01 9.2564808274e-03 3.0792663052e-03 6.1772145222e-03
1.9287109375e+01 9.7152201736e-03 3.1781871244e-03 6.5370330491e-03
1.9348144531e+01 1.0207556931e-02 3.2860592338e-03 6.9214976970e-03
1.9409179688e+01 1.0716690275e-02 3.3974719148e-03 7.3192183604e-03
1.9470214844e+01 1.1222148732e-02 3.5067678420e-03 7.7153808902e-03
1.9531250000e+01 1.1706009794e-02 3.6099982448e-03 8.0960115491e-03
1.9592285156e+01 1.2146884105e-02 3.7025577455e-03 8.4443263597e-03
1.9653320312e+01 1.2524661756e-02 3.7794121689e-03 8.7452495873e-03
1.9714355469e+01 1.2834087407e-02 3.8386980003e-03 8.9953894065e-03
1.9775390625e+01 1.3080486959e-02 3.8817534149e-03 9.1987335444e-03
1.9836425781e+01 1.3259345157e-02 3.9081564925e-03 9.3511886647e-03
1.9897460938e+01 1.3349282060e-02 3.9126814195e-03 9.4366006401e-03
1.9958496094e+01 1.3328821211e-02 3.8889818807e-03 9.4398393307e-03
2.0019531250e+01 1.3192560080e-02 3.8351696884e-03 9.3573903917e-03
2.0080566406e+01 1.2947547836e-02 3.7544566206e-03 9.1930912150e-03
2.0141601562e+01 1.2604874112e-02 3.6522646119e-03 8.9526094997e-03
2.0202636719e+01 1.2181100450e-02 3.5342824154e-03 8.6468180341e-03
2.0263671875e+01 1.1696984217e-02 3.4051648191e-03 8.2918193975e-03
2.0324707031e+01 1.1167499962e-02 3.2670597878e-03 7.9004401747e-03
2.0385742188e+01 1.0600978919e-02 3.1206799227e-03 7.4802989966e-03
2.0446777344e+01 1.0010244694e-02 2.9686539085e-03 7.0415907853e-03
2.0507812500e+01 9.4151491393e-03 2.8162770252e-03 6.5988721141e-03
