# freq_THz  G_total  G_Ga  G_Se
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
2.0782470703e+02 1.0777071991e-13 5.3917326821e-14 5.3853393092e-14
2.0788574219e+02 1.0796860862e-13 5.3922990993e-14 5.4045617631e-14
2.0794677734e+02 1.0791347759e-13 5.3957284724e-14 5.3956192863e-14
2.0800781250e+02 1.0787911494e-13 5.3942556101e-14 5.3936558842e-14
2.0806884766e+02 1.0764022170e-13 5.3726615716e-14 5.3913605983e-14
2.0812988281e+02 1.0755547166e-13 5.4040891918e-14 5.3514579745e-14
2.0819091797e+02 1.0765951936e-13 5.3993025238e-14 5.3666494118e-14
2.0825195312e+02 1.0720926684e-13 5.3490133987e-14 5.3719132857e-14
2.0831298828e+02 1.0703234818e-13 5.3471297454e-14 5.3561050725e-14
2.0837402344e+02 1.0675147338e-13 5.3351385975e-14 5.3400087406e-14
2.0843505859e+02 1.0684054920e-13 5.3272364786e-14 5.3568184416e-14
2.0849609375e+02 1.0666549843e-13 5.3156799076e-14 5.3508699357e-14
2.0855712891e+02 1.0608710878e-13 5.2903692832e-14 5.3183415948e-14
2.0861816406e+02 1.0596492391e-13 5.2892429491e-14 5.3072494421e-14
2.0867919922e+02 1.0626843624e-13 5.3069961610e-14 5.3198474627e-14
2.0874023438e+02 1.0574571329e-13 5.2708394971e-14 5.3037318316e-14
2.0880126953e+02 1.0572785310e-13 5.2723526490e-14 5.3004326611e-14
2.0886230469e+02 1.0641011520e-13 5.2932233690e-14 5.3477881514e-14
2.0892333984e+02 1.0558172854e-13 5.2535963043e-14 5.3045765495e-14
2.0898437500e+02 1.0463482242e-13 5.2080933709e-14 5.2553888714e-14
2.0904541016e+02 1.0423815482e-13 5.2003572383e-14 5.2234582436e-14
2.0910644531e+02 1.0406777663e-13 5.1908821847e-14 5.2158954781e-14
2.0916748047e+02 1.0408978415e-13 5.1975253757e-14 5.2114530392e-14
2.0922851562e+02 1.0397324275e-13 5.1840397138e-14 5.2132845611e-14
2.0928955078e+02 1.0385536541e-13 5.1654983203e-14 5.2200382209e-14
2.0935058594e+02 1.0388453322e-13 5.1745937061e-14 5.2138596159e-14
2.0941162109e+02 1.0345903048e-13 5.1597865376e-14 5.1861165107e-14
2.0947265625e+02 1.0330920882e-13 5.1380473929e-14 5.1928734894e-14
2.0953369141e+02 1.0337337524e-13 5.1612296007e-14 5.1761079234e-14
2.0959472656e+02 1.0297329555e-13 5.1582678877e-14 5.1390616675e-14
2.0965576172e+02 1.0301098236e-13 5.1594448110e-14 5.1416534251e-14
2.0971679688e+02 1.0317562175e-13 5.1516883220e-14 5.1658738530e-14
2.0977783203e+02 1.0265504562e-13 5.0752563388e-14 5.1902482229e-14
2.0983886719e+02 1.0246126664e-13 5.0726653080e-14 5.1734613556e-14
2.0989990234e+02 1.0205258227e-13 5.0714254687e-14 5.1338327585e-14
2.0996093750e+02 1.0164589864e-13 5.0564490704e-14 5.1081407938e-14
2.1002197266e+02 1.0129611489e-13 5.0451772414e-14 5.0844342476e-14
2.1008300781e+02 1.0054105044e-13 5.0054985294e-14 5.0486065143e-14
2.1014404297e+02 1.0025240517e-13 4.9694961551e-14 5.0557443618e-14
2.1020507812e+02 9.9934747341e-14 4.9678357483e-14 5.0256389858e-14
2.1026611328e+02 9.9654503359e-14 4.9551302613e-14 5.0103200745e-14
2.1032714844e+02 9.9575473296e-14 4.9713292967e-14 4.9862180329e-14
2.1038818359e+02 9.9177031336e-14 4.9678347654e-14 4.9498683682e-14
2.1044921875e+02 9.8551543611e-14 4.9272643969e-14 4.9278899642e-14
2.1051025391e+02 9.8253035256e-14 4.9079908709e-14 4.9173126547e-14
2.1057128906e+02 9.7871275709e-14 4.8978568551e-14 4.8892707158e-14
2.1063232422e+02 9.7672978628e-14 4.8988042193e-14 4.8684936435e-14
2.1069335938e+02 9.7054795183e-14 4.8612120265e-14 4.8442674918e-14
2.1075439453e+02 9.6630132425e-14 4.8219924110e-14 4.8410208315e-14
2.1081542969e+02 9.6541962674e-14 4.8318163350e-14 4.8223799324e-14
2.1087646484e+02 9.6317603174e-14 4.8245044683e-14 4.8072558491e-14
2.1093750000e+02 9.5984001555e-14 4.8066228531e-14 4.7917773023e-14
2.1099853516e+02 9.5867754559e-14 4.7806111796e-14 4.8061642763e-14
2.1105957031e+02 9.5504699689e-14 4.7654554379e-14 4.7850145310e-14
2.1112060547e+02 9.4557293035e-14 4.7454380953e-14 4.7102912081e-14
2.1118164062e+02 9.4264906053e-14 4.7356734364e-14 4.6908171689e-14
2.1124267578e+02 9.3970386027e-14 4.7103965747e-14 4.6866420280e-14
2.1130371094e+02 9.3618882561e-14 4.6888004610e-14 4.6730877951e-14
2.1136474609e+02 9.3130437915e-14 4.6756826514e-14 4.6373611401e-14
2.1142578125e+02 9.2503823044e-14 4.6240333501e-14 4.6263489543e-14
2.1148681641e+02 9.2120695091e-14 4.6123286021e-14 4.5997409070e-14
2.1154785156e+02 9.1640133436e-14 4.6034507177e-14 4.5605626259e-14
2.1160888672e+02 9.1050692450e-14 4.5573780753e-14 4.5476911697e-14
2.1166992188e+02 9.1000005845e-14 4.5741227466e-14 4.5258778379e-14
2.1173095703e+02 9.0332700134e-14 4.5126360325e-14 4.5206339809e-14
2.1179199219e+02 8.9823778829e-14 4.4931425326e-14 4.4892353503e-14
2.1185302734e+02 8.9165980064e-14 4.4719227847e-14 4.4446752217e-14
2.1191406250e+02 8.8817101032e-14 4.4667347680e-14 4.4149753352e-14
2.1197509766e+02 8.8344978165e-14 4.4401595202e-14 4.3943382962e-14
2.1203613281e+02 8.7680297785e-14 4.4032672073e-14 4.3647625712e-14
2.1209716797e+02 8.7351481251e-14 4.3755587934e-14 4.3595893317e-14
2.1215820312e+02 8.6804671693e-14 4.3583157061e-14 4.3221514632e-14
2.1221923828e+02 8.6335170514e-14 4.3317806013e-14 4.3017364501e-14
2.1228027344e+02 8.5853220179e-14 4.3094806993e-14 4.2758413186e-14
2.1234130859e+02 8.5495231669e-14 4.3092463858e-14 4.2402767810e-14
2.1240234375e+02 8.4784974766e-14 4.2579396020e-14 4.2205578747e-14
2.1246337891e+02 8.4575415648e-14 4.2480070408e-14 4.2095345240e-14
2.1252441406e+02 8.4122363941e-14 4.2409110567e-14 4.1713253374e-14
2.1258544922e+02 8.3748387775e-14 4.2198492582e-14 4.1549895193e-14
2.1264648438e+02 8.3665932549e-14 4.2223076425e-14 4.1442856124e-14
2.1270751953e+02 8.3278177134e-14 4.1977237608e-14 4.1300939526e-14
2.1276855469e+02 8.2861743269e-14 4.1632255219e-14 4.1229488050e-14
2.1282958984e+02 8.2609462439e-14 4.1466825995e-14 4.1142636444e-14
2.1289062500e+02 8.2123356693e-14 4.1539084138e-14 4.0584272555e-14
2.1295166016e+02 8.2109777793e-14 4.1404809098e-14 4.0704968695e-14
2.1301269531e+02 8.1700105014e-14 4.1347796150e-14 4.0352308865e-14
2.1307373047e+02 8.1354832358e-14 4.1110032207e-14 4.0244800150e-14
2.1313476562e+02 8.1034240083e-14 4.0895257062e-14 4.0138983021e-14
2.1319580078e+02 8.0653509907e-14 4.0848229183e-14 3.9805280724e-14
2.1325683594e+02 8.0046623845e-14 4.0548912247e-14 3.9497711598e-14
2.1331787109e+02 8.0033589291e-14 4.0370073074e-14 3.9663516217e-14
2.1337890625e+02 8.0106164606e-14 4.0242951760e-14 3.9863212846e-14
2.1343994141e+02 7.9878950146e-14 4.0238660810e-14 3.9640289336e-14
2.1350097656e+02 7.9790035373e-14 4.0359928591e-14 3.9430106782e-14
2.1356201172e+02 7.9675611571e-14 4.0186424259e-14 3.9489187312e-14
2.1362304688e+02 7.9635129436e-14 3.9989119646e-14 3.9646009790e-14
2.1368408203e+02 7.9205212500e-14 3.9968221139e-14 3.9236991361e-14
2.1374511719e+02 7.9534732697e-14 4.0277242424e-14 3.9257490273e-14
2.1380615234e+02 7.9728930251e-14 4.0206723238e-14 3.9522207013e-14
2.1386718750e+02 7.9296144070e-14 3.9801102418e-14 3.9495041652e-14
2.1392822266e+02 7.9598029343e-14 3.9939623865e-14 3.9658405478e-14
2.1398925781e+02 7.9765451794e-14 4.0313559731e-14 3.9451892063e-14
2.1405029297e+02 8.0051466736e-14 4.0321564219e-14 3.9729902517e-14
2.1411132812e+02 8.0113582180e-14 4.0429170127e-14 3.9684412053e-14
2.1417236328e+02 7.9972265191e-14 4.0581515783e-14 3.9390749409e-14
2.1423339844e+02 7.9893087401e-14 4.0281938442e-14 3.9611148959e-14
2.1429443359e+02 7.9618813816e-14 3.9891535517e-14 3.9727278299e-14
2.1435546875e+02 7.9273974019e-14 3.9872836285e-14 3.9401137733e-14
2.1441650391e+02 7.9479789637e-14 4.0037768990e-14 3.9442020647e-14
2.1447753906e+02 7.9761260395e-14 4.0254025937e-14 3.9507234458e-14
2.1453857422e+02 7.9808817084e-14 4.0222644675e-14 3.9586172409e-14
2.1459960938e+02 7.9633746842e-14 4.0250729861e-14 3.9383016981e-14
2.1466064453e+02 7.9157932127e-14 4.0012802020e-14 3.9145130107e-14
2.1472167969e+02 7.9060064231e-14 3.9792899947e-14 3.9267164284e-14
2.1478271484e+02 7.9215049040e-14 3.9780107890e-14 3.9434941151e-14
2.1484375000e+02 7.9560243451e-14 4.0162207833e-14 3.9398035617e-14
2.1490478516e+02 7.9302876709e-14 3.9926738941e-14 3.9376137767e-14
2.1496582031e+02 7.9248399828e-14 4.0026488508e-14 3.9221911320e-14
2.1502685547e+02 7.9045640120e-14 3.9768600661e-14 3.9277039459e-14
2.1508789062e+02 7.9427784734e-14 3.9897414606e-14 3.9530370128e-14
2.1514892578e+02 7.9139281448e-14 3.9613965137e-14 3.9525316311e-14
2.1520996094e+02 7.8934945461e-14 3.9835902271e-14 3.9099043190e-14
2.1527099609e+02 7.9169608247e-14 3.9877619016e-14 3.9291989231e-14
2.1533203125e+02 7.9072217259e-14 3.9765022933e-14 3.9307194325e-14
2.1539306641e+02 7.8849519193e-14 3.9704029760e-14 3.9145489433e-14
2.1545410156e+02 7.8812871178e-14 3.9513427273e-14 3.9299443905e-14
2.1551513672e+02 7.8809089993e-14 3.9539302898e-14 3.9269787095e-14
2.1557617188e+02 7.9150051798e-14 3.9745320035e-14 3.9404731763e-14
2.1563720703e+02 7.9224932537e-14 3.9926332539e-14 3.9298599998e-14
2.1569824219e+02 7.9238313614e-14 3.9803220472e-14 3.9435093142e-14
2.1575927734e+02 7.9063648643e-14 3.9795849924e-14 3.9267798719e-14
2.1582031250e+02 7.8590538596e-14 3.9595592357e-14 3.8994946239e-14
2.1588134766e+02 7.8345661147e-14 3.9340991327e-14 3.9004669819e-14
2.1594238281e+02 7.8652548973e-14 3.9404183619e-14 3.9248365353e-14
2.1600341797e+02 7.9013783702e-14 3.9636791450e-14 3.9376992252e-14
2.1606445312e+02 7.9221522482e-14 3.9538647782e-14 3.9682874700e-14
2.1612548828e+02 7.8924482414e-14 3.9415833516e-14 3.9508648898e-14
2.1618652344e+02 7.9022403285e-14 3.9648751850e-14 3.9373651435e-14
2.1624755859e+02 7.9106321173e-14 3.9711166833e-14 3.9395154340e-14
2.1630859375e+02 7.8734921452e-14 3.9563091935e-14 3.9171829517e-14
2.1636962891e+02 7.8455527250e-14 3.9436726923e-14 3.9018800327e-14
2.1643066406e+02 7.8786527401e-14 3.9515675148e-14 3.9270852254e-14
2.1649169922e+02 7.8808207742e-14 3.9433047546e-14 3.9375160196e-14
2.1655273438e+02 7.8830632572e-14 3.9517670354e-14 3.9312962217e-14
2.1661376953e+02 7.8996033409e-14 3.9469338444e-14 3.9526694964e-14
2.1667480469e+02 7.8757541039e-14 3.9437840816e-14 3.9319700223e-14
2.1673583984e+02 7.8382543231e-14 3.9287097880e-14 3.9095445351e-14
2.1679687500e+02 7.8452131454e-14 3.9522086873e-14 3.8930044581e-14
2.1685791016e+02 7.8311348655e-14 3.9374365868e-14 3.8936982787e-14
2.1691894531e+02 7.8261029548e-14 3.9195542507e-14 3.9065487041e-14
2.1697998047e+02 7.8473192544e-14 3.9289491724e-14 3.9183700820e-14
2.1704101562e+02 7.8133744281e-14 3.9068099490e-14 3.9065644791e-14
2.1710205078e+02 7.8516821443e-14 3.9284071772e-14 3.9232749671e-14
2.1716308594e+02 7.8740106657e-14 3.9493768760e-14 3.9246337897e-14
2.1722412109e+02 7.8404845851e-14 3.9315371750e-14 3.9089474101e-14
2.1728515625e+02 7.8394151830e-14 3.9349802013e-14 3.9044349817e-14
2.1734619141e+02 7.8037507875e-14 3.9037577195e-14 3.8999930681e-14
2.1740722656e+02 7.7905960402e-14 3.8928980339e-14 3.8976980063e-14
2.1746826172e+02 7.7928447240e-14 3.8976937176e-14 3.8951510063e-14
2.1752929688e+02 7.7845458224e-14 3.9034778294e-14 3.8810679930e-14
2.1759033203e+02 7.7764536079e-14 3.8926628419e-14 3.8837907660e-14
2.1765136719e+02 7.7796335672e-14 3.8974584030e-14 3.8821751642e-14
2.1771240234e+02 7.7486005189e-14 3.8831342354e-14 3.8654662835e-14
2.1777343750e+02 7.7182767823e-14 3.8807101015e-14 3.8375666808e-14
2.1783447266e+02 7.7495537209e-14 3.8977250652e-14 3.8518286558e-14
2.1789550781e+02 7.7538054993e-14 3.8796996658e-14 3.8741058335e-14
2.1795654297e+02 7.6969254452e-14 3.8444485144e-14 3.8524769308e-14
2.1801757812e+02 7.6837085132e-14 3.8503993919e-14 3.8333091213e-14
2.1807861328e+02 7.6642926656e-14 3.8437715681e-14 3.8205210975e-14
2.1813964844e+02 7.6566833819e-14 3.8338604602e-14 3.8228229217e-14
2.1820068359e+02 7.6604585667e-14 3.8373398775e-14 3.8231186892e-14
2.1826171875e+02 7.6871334685e-14 3.8603810975e-14 3.8267523710e-14
2.1832275391e+02 7.7001948141e-14 3.8699600857e-14 3.8302347283e-14
2.1838378906e+02 7.6696834161e-14 3.8391960481e-14 3.8304873681e-14
2.1844482422e+02 7.6467310371e-14 3.8314265106e-14 3.8153045264e-14
2.1850585938e+02 7.6204943918e-14 3.8198695771e-14 3.8006248147e-14
2.1856689453e+02 7.6230822859e-14 3.8238915323e-14 3.7991907536e-14
2.1862792969e+02 7.6645313199e-14 3.8553571946e-14 3.8091741253e-14
2.1868896484e+02 7.6601825146e-14 3.8545298693e-14 3.8056526452e-14
2.1875000000e+02 7.6241763909e-14 3.8308685282e-14 3.7933078627e-14
2.1881103516e+02 7.5972596980e-14 3.8191708538e-14 3.7780888442e-14
2.1887207031e+02 7.5773312654e-14 3.7962606098e-14 3.7810706556e-14
2.1893310547e+02 7.6149197366e-14 3.8130214665e-14 3.8018982701e-14
2.1899414062e+02 7.5971583549e-14 3.8081183437e-14 3.7890400112e-14
2.1905517578e+02 7.5567082692e-14 3.7867680380e-14 3.7699402311e-14
2.1911621094e+02 7.5682295659e-14 3.8141159208e-14 3.7541136451e-14
2.1917724609e+02 7.5936662860e-14 3.8092983295e-14 3.7843679564e-14
2.1923828125e+02 7.5876323876e-14 3.8150108065e-14 3.7726215811e-14
2.1929931641e+02 7.5957181753e-14 3.8218180178e-14 3.7739001575e-14
2.1936035156e+02 7.5901470066e-14 3.7975873529e-14 3.7925596538e-14
2.1942138672e+02 7.5824641834e-14 3.7949962303e-14 3.7874679531e-14
2.1948242188e+02 7.5702130814e-14 3.7990517861e-14 3.7711612952e-14
2.1954345703e+02 7.5577627651e-14 3.7883360669e-14 3.7694266982e-14
2.1960449219e+02 7.5817258278e-14 3.8030701161e-14 3.7786557117e-14
2.1966552734e+02 7.5972518886e-14 3.8186318530e-14 3.7786200356e-14
2.1972656250e+02 7.5961897749e-14 3.8032516310e-14 3.7929381438e-14
2.1978759766e+02 7.5977149560e-14 3.8129698058e-14 3.7847451502e-14
2.1984863281e+02 7.6016761054e-14 3.7968565022e-14 3.8048196032e-14
2.1990966797e+02 7.6121176349e-14 3.8200048679e-14 3.7921127669e-14
2.1997070312e+02 7.6066188670e-14 3.8028310667e-14 3.8037878003e-14
2.2003173828e+02 7.6233583166e-14 3.8126551581e-14 3.8107031585e-14
2.2009277344e+02 7.6546119668e-14 3.8320549895e-14 3.8225569773e-14
2.2015380859e+02 7.6062446762e-14 3.8039448416e-14 3.8022998346e-14
2.2021484375e+02 7.6068941896e-14 3.8096194478e-14 3.7972747418e-14
2.2027587891e+02 7.6465146481e-14 3.8412814542e-14 3.8052331938e-14
2.2033691406e+02 7.6342992664e-14 3.8234331401e-14 3.8108661263e-14
2.2039794922e+02 7.6505246370e-14 3.8353443194e-14 3.8151803176e-14
2.2045898438e+02 7.6533385477e-14 3.8353002152e-14 3.8180383325e-14
2.2052001953e+02 7.6674515636e-14 3.8278986075e-14 3.8395529561e-14
2.2058105469e+02 7.6666867262e-14 3.8449237249e-14 3.8217630012e-14
2.2064208984e+02 7.6630318862e-14 3.8476456668e-14 3.8153862194e-14
2.2070312500e+02 7.6431990132e-14 3.8190723901e-14 3.8241266231e-14
2.2076416016e+02 7.6056911191e-14 3.7870405653e-14 3.8186505538e-14
2.2082519531e+02 7.6221200110e-14 3.7999394706e-14 3.8221805404e-14
2.2088623047e+02 7.6447645769e-14 3.8307762503e-14 3.8139883266e-14
2.2094726562e+02 7.6066742050e-14 3.8201959910e-14 3.7864782140e-14
2.2100830078e+02 7.6295024270e-14 3.8128105081e-14 3.8166919189e-14
2.2106933594e+02 7.6118029503e-14 3.8124327757e-14 3.7993701745e-14
2.2113037109e+02 7.5882784594e-14 3.8098607218e-14 3.7784177376e-14
2.2119140625e+02 7.6137088281e-14 3.8027395633e-14 3.8109692648e-14
2.2125244141e+02 7.6045476452e-14 3.7962798318e-14 3.8082678134e-14
2.2131347656e+02 7.5684593040e-14 3.7982809569e-14 3.7701783471e-14
2.2137451172e+02 7.5804025722e-14 3.8078177240e-14 3.7725848482e-14
2.2143554688e+02 7.5982272758e-14 3.8016970262e-14 3.7965302495e-14
2.2149658203e+02 7.5813153302e-14 3.7800269680e-14 3.8012883622e-14
2.2155761719e+02 7.5900956430e-14 3.8035728503e-14 3.7865227927e-14
2.2161865234e+02 7.5597908567e-14 3.7887509149e-14 3.7710399417e-14
2.2167968750e+02 7.5331649472e-14 3.7589643889e-14 3.7742005583e-14
2.2174072266e+02 7.5236667270e-14 3.7511346550e-14 3.7725320720e-14
2.2180175781e+02 7.4704783063e-14 3.7423202439e-14 3.7281580624e-14
2.2186279297e+02 7.4580533960e-14 3.7386623890e-14 3.7193910071e-14
2.2192382812e+02 7.4588214737e-14 3.7383339573e-14 3.7204875164e-14
2.2198486328e+02 7.4224181977e-14 3.7192552034e-14 3.7031629944e-14
2.2204589844e+02 7.4531098454e-14 3.7206858841e-14 3.7324239613e-14
2.2210693359e+02 7.4214266236e-14 3.7164587642e-14 3.7049678594e-14
2.2216796875e+02 7.3930372523e-14 3.6868866987e-14 3.7061505536e-14
2.2222900391e+02 7.4068031354e-14 3.6999727255e-14 3.7068304099e-14
2.2229003906e+02 7.3695331706e-14 3.6679270158e-14 3.7016061548e-14
2.2235107422e+02 7.3744021534e-14 3.6710204474e-14 3.7033817060e-14
2.2241210938e+02 7.3505540451e-14 3.6551877471e-14 3.6953662980e-14
2.2247314453e+02 7.3487860023e-14 3.6618775824e-14 3.6869084199e-14
2.2253417969e+02 7.3293336377e-14 3.6503967401e-14 3.6789368976e-14
2.2259521484e+02 7.3122385053e-14 3.6432011121e-14 3.6690373932e-14
2.2265625000e+02 7.3124157171e-14 3.6471883807e-14 3.6652273365e-14
2.2271728516e+02 7.2676347528e-14 3.6258035043e-14 3.6418312485e-14
2.2277832031e+02 7.2480487743e-14 3.6233373330e-14 3.6247114413e-14
2.2283935547e+02 7.2362991931e-14 3.6275574512e-14 3.6087417419e-14
2.2290039062e+02 7.2159560667e-14 3.6175308962e-14 3.5984251705e-14
2.2296142578e+02 7.1984691308e-14 3.5985064509e-14 3.5999626799e-14
2.2302246094e+02 7.2017984445e-14 3.6155376642e-14 3.5862607804e-14
2.2308349609e+02 7.1842150535e-14 3.5932987258e-14 3.5909163277e-14
2.2314453125e+02 7.1693111536e-14 3.5763896291e-14 3.5929215245e-14
2.2320556641e+02 7.1845637329e-14 3.5902483231e-14 3.5943154097e-14
2.2326660156e+02 7.1772449443e-14 3.5999787375e-14 3.5772662068e-14
2.2332763672e+02 7.1559947324e-14 3.6096201027e-14 3.5463746297e-14
2.2338867188e+02 7.1059195222e-14 3.5864003608e-14 3.5195191614e-14
2.2344970703e+02 7.0730092430e-14 3.5469430590e-14 3.5260661840e-14
2.2351074219e+02 7.0585636738e-14 3.5441437306e-14 3.5144199432e-14
2.2357177734e+02 7.0589218450e-14 3.5473517324e-14 3.5115701126e-14
2.2363281250e+02 7.0595815906e-14 3.5335417088e-14 3.5260398818e-14
2.2369384766e+02 7.0383566492e-14 3.5158603931e-14 3.5224962561e-14
2.2375488281e+02 7.0148189250e-14 3.5068035089e-14 3.5080154160e-14
2.2381591797e+02 6.9889747461e-14 3.4975145963e-14 3.4914601498e-14
2.2387695312e+02 6.9852580734e-14 3.5030803222e-14 3.4821777513e-14
2.2393798828e+02 6.9795539073e-14 3.4952667108e-14 3.4842871965e-14
2.2399902344e+02 6.9695293733e-14 3.4927729961e-14 3.4767563772e-14
2.2406005859e+02 6.9394791541e-14 3.4712742978e-14 3.4682048563e-14
2.2412109375e+02 6.9717096828e-14 3.4850816222e-14 3.4866280605e-14
2.2418212891e+02 6.9716620178e-14 3.4723113166e-14 3.4993507012e-14
2.2424316406e+02 6.9880031641e-14 3.4751274386e-14 3.5128757255e-14
2.2430419922e+02 6.9430070272e-14 3.4774311425e-14 3.4655758846e-14
2.2436523438e+02 6.9088504657e-14 3.4578122232e-14 3.4510382426e-14
2.2442626953e+02 6.9088737919e-14 3.4526579583e-14 3.4562158336e-14
2.2448730469e+02 6.8753320744e-14 3.4439492234e-14 3.4313828509e-14
2.2454833984e+02 6.8435656695e-14 3.4264840073e-14 3.4170816622e-14
2.2460937500e+02 6.8579549976e-14 3.4285102199e-14 3.4294447776e-14
2.2467041016e+02 6.8434693208e-14 3.4239156598e-14 3.4195536610e-14
2.2473144531e+02 6.8147066093e-14 3.4207615340e-14 3.3939450753e-14
2.2479248047e+02 6.7782896399e-14 3.4002287815e-14 3.3780608584e-14
2.2485351562e+02 6.7689702601e-14 3.3878987894e-14 3.3810714707e-14
2.2491455078e+02 6.7412657695e-14 3.3766916452e-14 3.3645741243e-14
2.2497558594e+02 6.7295623821e-14 3.3604903229e-14 3.3690720592e-14
2.2503662109e+02 6.7356500561e-14 3.3505541096e-14 3.3850959465e-14
2.2509765625e+02 6.7398103732e-14 3.3666938812e-14 3.3731164919e-14
2.2515869141e+02 6.7386319422e-14 3.3559483949e-14 3.3826835473e-14
2.2521972656e+02 6.7579886058e-14 3.3579945983e-14 3.3999940075e-14
2.2528076172e+02 6.7317542451e-14 3.3506098972e-14 3.3811443479e-14
2.2534179688e+02 6.7385078633e-14 3.3536393414e-14 3.3848685219e-14
2.2540283203e+02 6.7486309692e-14 3.3632886523e-14 3.3853423169e-14
2.2546386719e+02 6.7308015768e-14 3.3478159499e-14 3.3829856269e-14
2.2552490234e+02 6.7201135254e-14 3.3416325647e-14 3.3784809607e-14
2.2558593750e+02 6.7261975505e-14 3.3467099228e-14 3.3794876277e-14
2.2564697266e+02 6.7205262877e-14 3.3602457189e-14 3.3602805688e-14
2.2570800781e+02 6.7163346632e-14 3.3774204122e-14 3.3389142510e-14
2.2576904297e+02 6.7324029432e-14 3.3844438823e-14 3.3479590609e-14
2.2583007812e+02 6.7380423950e-14 3.3846480668e-14 3.3533943282e-14
2.2589111328e+02 6.7132144699e-14 3.3669072895e-14 3.3463071804e-14
2.2595214844e+02 6.6988037657e-14 3.3556789855e-14 3.3431247802e-14
2.2601318359e+02 6.7032712778e-14 3.3554040711e-14 3.3478672067e-14
2.2607421875e+02 6.6561936163e-14 3.3212844215e-14 3.3349091949e-14
2.2613525391e+02 6.6804028695e-14 3.3250756213e-14 3.3553272482e-14
2.2619628906e+02 6.7006635665e-14 3.3542755702e-14 3.3463879962e-14
2.2625732422e+02 6.6756900279e-14 3.3513113624e-14 3.3243786655e-14
2.2631835938e+02 6.6776368446e-14 3.3266489459e-14 3.3509878987e-14
2.2637939453e+02 6.6659170704e-14 3.3183212912e-14 3.3475957792e-14
2.2644042969e+02 6.6765199210e-14 3.3315000550e-14 3.3450198660e-14
2.2650146484e+02 6.6349289347e-14 3.3130848896e-14 3.3218440451e-14
2.2656250000e+02 6.6409179741e-14 3.3054854846e-14 3.3354324896e-14
2.2662353516e+02 6.6320551433e-14 3.3021976286e-14 3.3298575147e-14
2.2668457031e+02 6.6312936604e-14 3.3041034648e-14 3.3271901956e-14
2.2674560547e+02 6.6464277489e-14 3.3316864201e-14 3.3147413289e-14
2.2680664062e+02 6.6399701178e-14 3.3180140976e-14 3.3219560203e-14
2.2686767578e+02 6.5766640888e-14 3.2836441437e-14 3.2930199452e-14
2.2692871094e+02 6.5700304245e-14 3.2754580900e-14 3.2945723346e-14
2.2698974609e+02 6.5979113911e-14 3.2945012423e-14 3.3034101488e-14
2.2705078125e+02 6.6330071477e-14 3.3104111118e-14 3.3225960359e-14
2.2711181641e+02 6.6149282875e-14 3.3020299288e-14 3.3128983588e-14
2.2717285156e+02 6.5530233420e-14 3.2569800406e-14 3.2960433014e-14
2.2723388672e+02 6.5868463786e-14 3.2809631984e-14 3.3058831801e-14
2.2729492188e+02 6.5810919132e-14 3.2844604376e-14 3.2966314756e-14
2.2735595703e+02 6.5606685215e-14 3.2729443957e-14 3.2877241258e-14
2.2741699219e+02 6.5590116217e-14 3.2756547702e-14 3.2833568514e-14
2.2747802734e+02 6.5466226623e-14 3.2766911151e-14 3.2699315472e-14
2.2753906250e+02 6.5287325281e-14 3.2657959083e-14 3.2629366198e-14
2.2760009766e+02 6.5093033007e-14 3.2377553132e-14 3.2715479875e-14
2.2766113281e+02 6.5292955275e-14 3.2489786544e-14 3.2803168731e-14
2.2772216797e+02 6.5018936555e-14 3.2479901898e-14 3.2539034656e-14
2.2778320312e+02 6.4908097873e-14 3.2417406015e-14 3.2490691858e-14
2.2784423828e+02 6.5193346844e-14 3.2489758890e-14 3.2703587954e-14
2.2790527344e+02 6.4826362490e-14 3.2411740622e-14 3.2414621868e-14
2.2796630859e+02 6.4471349276e-14 3.2178877939e-14 3.2292471337e-14
2.2802734375e+02 6.4109961483e-14 3.1918433963e-14 3.2191527520e-14
2.2808837891e+02 6.4013066760e-14 3.1883671816e-14 3.2129394944e-14
2.2814941406e+02 6.3723502896e-14 3.1810073982e-14 3.1913428915e-14
2.2821044922e+02 6.3721093649e-14 3.1827257541e-14 3.1893836108e-14
2.2827148438e+02 6.3723937885e-14 3.1676271875e-14 3.2047666010e-14
2.2833251953e+02 6.3871791749e-14 3.1744942529e-14 3.2126849219e-14
2.2839355469e+02 6.3985364500e-14 3.1806131530e-14 3.2179232970e-14
2.2845458984e+02 6.3281210226e-14 3.1586715828e-14 3.1694494398e-14
2.2851562500e+02 6.3058526798e-14 3.1521023861e-14 3.1537502938e-14
2.2857666016e+02 6.3113430269e-14 3.1481204714e-14 3.1632225555e-14
2.2863769531e+02 6.2822696491e-14 3.1358952415e-14 3.1463744076e-14
2.2869873047e+02 6.2332136998e-14 3.1057371857e-14 3.1274765141e-14
2.2875976562e+02 6.2756796118e-14 3.1244053422e-14 3.1512742696e-14
2.2882080078e+02 6.2935501025e-14 3.1289712263e-14 3.1645788762e-14
2.2888183594e+02 6.2732337183e-14 3.1124768349e-14 3.1607568834e-14
