# freq_THz  G_total_s  G_Ga_s  G_Se_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.1; mass_weighted=True; primitive_atoms=4; total_equals_sum_of_partials=True
1.4160156250e+01 1.0290258146e-02 6.0667239271e-03 4.2235342191e-03
1.4221191406e+01 1.0216303374e-02 5.9974635562e-03 4.2188398174e-03
1.4282226562e+01 1.0137864094e-02 5.9301460648e-03 4.2077180297e-03
1.4343261719e+01 1.0052679301e-02 5.8632305204e-03 4.1894487803e-03
1.4404296875e+01 9.9564906438e-03 5.7935407303e-03 4.1629499136e-03
1.4465332031e+01 9.8470119927e-03 5.7188898041e-03 4.1281221885e-03
1.4526367188e+01 9.7256187941e-03 5.6393100299e-03 4.0863087642e-03
1.4587402344e+01 9.5970649096e-03 5.5573409300e-03 4.0397239796e-03
1.4648437500e+01 9.4650436263e-03 5.4754688114e-03 3.9895748149e-03
1.4709472656e+01 9.3258210472e-03 5.3918882514e-03 3.9339327958e-03
1.4770507812e+01 9.1686785760e-03 5.3003178970e-03 3.8683606790e-03
1.4831542969e+01 8.9833354762e-03 5.1945278091e-03 3.7888076670e-03
1.4892578125e+01 8.7669050389e-03 5.0727088148e-03 3.6941962241e-03
1.4953613281e+01 8.5268252747e-03 4.9387067457e-03 3.5881185291e-03
1.5014648438e+01 8.2780285254e-03 4.8000450645e-03 3.4779834609e-03
1.5075683594e+01 8.0348767791e-03 4.6641175873e-03 3.3707591917e-03
1.5136718750e+01 7.8035593500e-03 4.5344170767e-03 3.2691422733e-03
1.5197753906e+01 7.5804809897e-03 4.4087494529e-03 3.1717315368e-03
1.5258789062e+01 7.3574938732e-03 4.2816521845e-03 3.0758416887e-03
1.5319824219e+01 7.1308013502e-03 4.1505280408e-03 2.9802733094e-03
1.5380859375e+01 6.9060592479e-03 4.0193457276e-03 2.8867135203e-03
1.5441894531e+01 6.6940861789e-03 3.8953629584e-03 2.7987232205e-03
1.5502929688e+01 6.5030783757e-03 3.7838601210e-03 2.7192182547e-03
1.5563964844e+01 6.3349876337e-03 3.6863303362e-03 2.6486572975e-03
1.5625000000e+01 6.1852535375e-03 3.6005577909e-03 2.5846957466e-03
1.5686035156e+01 6.0456047692e-03 3.5218077914e-03 2.5237969779e-03
1.5747070312e+01 5.9099213178e-03 3.4457652651e-03 2.4641560527e-03
1.5808105469e+01 5.7761996668e-03 3.3698925055e-03 2.4063071613e-03
1.5869140625e+01 5.6433529555e-03 3.2927294637e-03 2.3506234919e-03
1.5930175781e+01 5.5103956572e-03 3.2144340442e-03 2.2959616129e-03
1.5991210938e+01 5.3772374328e-03 3.1363465483e-03 2.2408908845e-03
1.6052246094e+01 5.2435225279e-03 3.0584688877e-03 2.1850536402e-03
1.6113281250e+01 5.1091866074e-03 2.9798908802e-03 2.1292957272e-03
1.6174316406e+01 4.9760370930e-03 2.9014679694e-03 2.0745691236e-03
1.6235351562e+01 4.8461870889e-03 2.8253386562e-03 2.0208484327e-03
1.6296386719e+01 4.7197804836e-03 2.7522412149e-03 1.9675392687e-03
1.6357421875e+01 4.5953885671e-03 2.6809251552e-03 1.9144634119e-03
1.6418457031e+01 4.4718519188e-03 2.6098252855e-03 1.8620266334e-03
1.6479492188e+01 4.3492496163e-03 2.5383774001e-03 1.8108722162e-03
1.6540527344e+01 4.2282242849e-03 2.4668375480e-03 1.7613867368e-03
1.6601562500e+01 4.1083435091e-03 2.3953111986e-03 1.7130323106e-03
1.6662597656e+01 3.9872986247e-03 2.3231464355e-03 1.6641521892e-03
1.6723632812e+01 3.8628467839e-03 2.2497054398e-03 1.6131413442e-03
1.6784667969e+01 3.7355321862e-03 2.1755368756e-03 1.5599953106e-03
1.6845703125e+01 3.6081553754e-03 2.1019939103e-03 1.5061614650e-03
1.6906738281e+01 3.4834840379e-03 2.0303632751e-03 1.4531207629e-03
1.6967773438e+01 3.3637047219e-03 1.9620153414e-03 1.4016893805e-03
1.7028808594e+01 3.2502161191e-03 1.8980714626e-03 1.3521446565e-03
1.7089843750e+01 3.1424387775e-03 1.8382130355e-03 1.3042257419e-03
1.7150878906e+01 3.0382173751e-03 1.7809920643e-03 1.2572253109e-03
1.7211914062e+01 2.9359041466e-03 1.7254001414e-03 1.2105040052e-03
1.7272949219e+01 2.8347904059e-03 1.6709334334e-03 1.1638569725e-03
1.7333984375e+01 2.7345811806e-03 1.6170092328e-03 1.1175719478e-03
1.7395019531e+01 2.6361303610e-03 1.5637400374e-03 1.0723903236e-03
1.7456054688e+01 2.5413407500e-03 1.5122060145e-03 1.0291347355e-03
1.7517089844e+01 2.4516425752e-03 1.4633519879e-03 9.8829058722e-04
1.7578125000e+01 2.3676866953e-03 1.4175824675e-03 9.5010422779e-04
1.7639160156e+01 2.2897095978e-03 1.3750249219e-03 9.1468467594e-04
1.7700195312e+01 2.2168231060e-03 1.3351504441e-03 8.8167266184e-04
1.7761230469e+01 2.1467933602e-03 1.2965283143e-03 8.5026504588e-04
1.7822265625e+01 2.0774911102e-03 1.2576324669e-03 8.1985864332e-04
1.7883300781e+01 2.0083210426e-03 1.2179104879e-03 7.9041055471e-04
1.7944335938e+01 1.9404105595e-03 1.1781616995e-03 7.6224886003e-04
1.8005371094e+01 1.8757432754e-03 1.1399784382e-03 7.3576483717e-04
1.8066406250e+01 1.8154882404e-03 1.1043715187e-03 7.1111672175e-04
1.8127441406e+01 1.7588071766e-03 1.0706916774e-03 6.8811549924e-04
1.8188476562e+01 1.7036283862e-03 1.0372235605e-03 6.6640482573e-04
1.8249511719e+01 1.6486170777e-03 1.0029379128e-03 6.4567916492e-04
1.8310546875e+01 1.5941523483e-03 9.6837494466e-04 6.2577740364e-04
1.8371582031e+01 1.5414005630e-03 9.3476060121e-04 6.0663996182e-04
1.8432617188e+01 1.4913232917e-03 9.0299579624e-04 5.8832749548e-04
1.8493652344e+01 1.4452017167e-03 8.7396742698e-04 5.7123428974e-04
1.8554687500e+01 1.4045408931e-03 8.4863097175e-04 5.5590992134e-04
1.8615722656e+01 1.3691911748e-03 8.2683430899e-04 5.4235686584e-04
1.8676757812e+01 1.3367955360e-03 8.0691839505e-04 5.2987714093e-04
1.8737792969e+01 1.3047573508e-03 7.8704049767e-04 5.1771685316e-04
1.8798828125e+01 1.2721372542e-03 7.6659114063e-04 5.0554611359e-04
1.8859863281e+01 1.2398844564e-03 7.4640959153e-04 4.9347486490e-04
1.8920898438e+01 1.2095561317e-03 7.2773919188e-04 4.8181693986e-04
1.8981933594e+01 1.1817001822e-03 7.1101675604e-04 4.7068342616e-04
1.9042968750e+01 1.1557335094e-03 6.9589325092e-04 4.5984025849e-04
1.9104003906e+01 1.1311166415e-03 6.8207641799e-04 4.4904022354e-04
1.9165039062e+01 1.1080103616e-03 6.6969621822e-04 4.3831414342e-04
1.9226074219e+01 1.0869687605e-03 6.5908602000e-04 4.2788274052e-04
1.9287109375e+01 1.0682100455e-03 6.5029763623e-04 4.1791240929e-04
1.9348144531e+01 1.0509868343e-03 6.4260815723e-04 4.0837867706e-04
1.9409179688e+01 1.0338108823e-03 6.3470653745e-04 3.9910434489e-04
1.9470214844e+01 1.0157684445e-03 6.2578617485e-04 3.8998226970e-04
1.9531250000e+01 9.9774579668e-04 6.1647570871e-04 3.8127008797e-04
1.9592285156e+01 9.8174015762e-04 6.0827765286e-04 3.7346250476e-04
1.9653320312e+01 9.6843474338e-04 6.0182370034e-04 3.6661104304e-04
1.9714355469e+01 9.5605142979e-04 5.9599652738e-04 3.6005490241e-04
1.9775390625e+01 9.4230777051e-04 5.8915117927e-04 3.5315659124e-04
1.9836425781e+01 9.2696626067e-04 5.8090426082e-04 3.4606199986e-04
1.9897460938e+01 9.1158590624e-04 5.7214996594e-04 3.3943594029e-04
1.9958496094e+01 8.9720515533e-04 5.6359722895e-04 3.3360792638e-04
2.0019531250e+01 8.8331971658e-04 5.5503588432e-04 3.2828383226e-04
2.0080566406e+01 8.6901852166e-04 5.4593036634e-04 3.2308815532e-04
2.0141601562e+01 8.5428020232e-04 5.3619799060e-04 3.1808221172e-04
2.0202636719e+01 8.3994668749e-04 5.2638044195e-04 3.1356624554e-04
2.0263671875e+01 8.2674049839e-04 5.1714145610e-04 3.0959904229e-04
