# freq_THz  G_total  G_Ga  G_S
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
1.8005371094e+01 5.5418513427e-03 2.4268637747e-03 3.1149875680e-03
1.8066406250e+01 5.4533270798e-03 2.3973514795e-03 3.0559756002e-03
1.8127441406e+01 5.3756855011e-03 2.3605027907e-03 3.0151827103e-03
1.8188476562e+01 5.3098997411e-03 2.3285647216e-03 2.9813350195e-03
1.8249511719e+01 5.2336351936e-03 2.2833273384e-03 2.9503078553e-03
1.8310546875e+01 5.2281916390e-03 2.2473152721e-03 2.9808763670e-03
1.8371582031e+01 5.3070046490e-03 2.2609714573e-03 3.0460331917e-03
1.8432617188e+01 5.3628579111e-03 2.2699573482e-03 3.0929005629e-03
1.8493652344e+01 5.5410910652e-03 2.3076753503e-03 3.2334157148e-03
1.8554687500e+01 5.7696351827e-03 2.3539535752e-03 3.4156816075e-03
1.8615722656e+01 6.0129822994e-03 2.4014943893e-03 3.6114879101e-03
1.8676757812e+01 6.3198721982e-03 2.4642370080e-03 3.8556351902e-03
1.8737792969e+01 6.6451955749e-03 2.5334921786e-03 4.1117033963e-03
1.8798828125e+01 7.0272267755e-03 2.6290417994e-03 4.3981849761e-03
1.8859863281e+01 7.3120850610e-03 2.6829999672e-03 4.6290850938e-03
1.8920898438e+01 7.5849347789e-03 2.7327812510e-03 4.8521535279e-03
1.8981933594e+01 7.9034386875e-03 2.7905245343e-03 5.1129141532e-03
1.9042968750e+01 8.2487381726e-03 2.8641398288e-03 5.3845983438e-03
1.9104003906e+01 8.5133602185e-03 2.9165229706e-03 5.5968372478e-03
1.9165039062e+01 8.8093479655e-03 2.9722286267e-03 5.8371193388e-03
1.9226074219e+01 9.3164871198e-03 3.0974378854e-03 6.2190492345e-03
1.9287109375e+01 9.7573765082e-03 3.1801076739e-03 6.5772688343e-03
1.9348144531e+01 1.0248599805e-02 3.2886317303e-03 6.9599680743e-03
1.9409179688e+01 1.0777684035e-02 3.4009504399e-03 7.3767335955e-03
1.9470214844e+01 1.1314345130e-02 3.5091647508e-03 7.8051803789e-03
1.9531250000e+01 1.1891822433e-02 3.6560359966e-03 8.2357864363e-03
1.9592285156e+01 1.2251233274e-02 3.7257212962e-03 8.5255119780e-03
1.9653320312e+01 1.2517542620e-02 3.7803784827e-03 8.7371641378e-03
1.9714355469e+01 1.2820895962e-02 3.8275334782e-03 8.9933624834e-03
1.9775390625e+01 1.2859797276e-02 3.8261873617e-03 9.0336099147e-03
1.9836425781e+01 1.3072685587e-02 3.8682804140e-03 9.2044051733e-03
1.9897460938e+01 1.3091453611e-02 3.8564418378e-03 9.2350117727e-03
1.9958496094e+01 1.2888636070e-02 3.7903726733e-03 9.0982633962e-03
2.0019531250e+01 1.2690896479e-02 3.7028685226e-03 8.9880279564e-03
2.0080566406e+01 1.2511507303e-02 3.6478175539e-03 8.8636897493e-03
2.0141601562e+01 1.2044546611e-02 3.5151650071e-03 8.5293816037e-03
