# frequency_THz total_states_per_THz_per_atom Ga_contribution S_contribution
1.104000000000000981e+01 4.746451134194629717e-01 1.395811817860574400e-01 3.350639316334055873e-01
1.106000000000000938e+01 4.745912678544624286e-01 1.410816871687711749e-01 3.335095806856914202e-01
1.108000000000001073e+01 4.808065855555361257e-01 1.445980480733919382e-01 3.362085374821441319e-01
1.110000000000001030e+01 4.941383367119598913e-01 1.504501028501011861e-01 3.436882338618587607e-01
1.112000000000000988e+01 5.152447552739017889e-01 1.588902930816966652e-01 3.563544621922056232e-01
1.114000000000001123e+01 5.443475912845409104e-01 1.700194723227523297e-01 3.743281189617884142e-01
1.116000000000001080e+01 5.809840610441832087e-01 1.837022183908175732e-01 3.972818426533657465e-01
1.118000000000001037e+01 6.238180349452631113e-01 1.995019522910055909e-01 4.243160826542572983e-01
1.120000000000000995e+01 6.705720117953286596e-01 2.166569621660814349e-01 4.539150496292470027e-01
1.122000000000000952e+01 7.181255496649490144e-01 2.341131545020322113e-01 4.840123951629169419e-01
1.124000000000001087e+01 7.627926386280955429e-01 2.506180770279577974e-01 5.121745616001376344e-01
1.126000000000001044e+01 8.007471006022752746e-01 2.648658917298887250e-01 5.358812088723865497e-01
1.128000000000001002e+01 8.285238837076096541e-01 2.756687766302171605e-01 5.528551070773927156e-01
1.130000000000001137e+01 8.434986064003962003e-01 2.821213686522826003e-01 5.613772377481139886e-01
1.132000000000001094e+01 8.442472901381552486e-01 2.837245953927879372e-01 5.605226947453681996e-01
1.134000000000001052e+01 8.307141727754906446e-01 2.804440642896176561e-01 5.502701084858729885e-01
1.136000000000001009e+01 8.041601906854018988e-01 2.726934897890132548e-01 5.314667008963886996e-01
1.138000000000000966e+01 7.669144828765961375e-01 2.612507407443670493e-01 5.056637421322289772e-01
1.140000000000001101e+01 7.219915865254941112e-01 2.471279627073593721e-01 4.748636238181341840e-01
1.142000000000001059e+01 6.726576770627989976e-01 2.314243380256108540e-01 4.412333390371880881e-01
1.144000000000001016e+01 6.220273866802075169e-01 2.151893862272331037e-01 4.068380004529746352e-01
1.146000000000001151e+01 5.727526806865075315e-01 1.993177567029096042e-01 3.734349239835981216e-01
1.148000000000001108e+01 5.268356516786273369e-01 1.844862406501994734e-01 3.423494110284279746e-01
1.150000000000001066e+01 4.855672753515857809e-01 1.711334879135324172e-01 3.144337874380532805e-01
1.152000000000001023e+01 4.495712041782649604e-01 1.594750962131602501e-01 2.900961079651045438e-01
1.154000000000000981e+01 4.189188781895837321e-01 1.495424727541617427e-01 2.693764054354220172e-01
1.156000000000001116e+01 3.932794290518593638e-01 1.412330494657662028e-01 2.520463795860931056e-01
1.158000000000001073e+01 3.720725813825426220e-01 1.343611677163740470e-01 2.377114136661685195e-01
1.160000000000001030e+01 3.546016890220712314e-01 1.287020589679515603e-01 2.258996300541198932e-01
1.162000000000001165e+01 3.401541031382001035e-01 1.240247688648834223e-01 2.161293342733166811e-01
1.164000000000001123e+01 3.280650228785116918e-01 1.201128580531237167e-01 2.079521648253876975e-01
1.166000000000001080e+01 3.177476207259429808e-01 1.167738862962164614e-01 2.009737344297267136e-01
1.168000000000001037e+01 3.086962732117043973e-01 1.138399857115018066e-01 1.948562875002023964e-01
1.170000000000000995e+01 3.004715299575194121e-01 1.111624063843769661e-01 1.893091235731423905e-01
1.172000000000001130e+01 2.926757171503745480e-01 1.086030202121477384e-01 1.840726969382268374e-01
1.174000000000001087e+01 2.849274936286299575e-01 1.060256253340667726e-01 1.789018682945630045e-01
1.176000000000001044e+01 2.768426974596178702e-01 1.032896293840550178e-01 1.735530680755631439e-01
1.178000000000001180e+01 2.680274973441063024e-01 1.002482927913970479e-01 1.677792045527095599e-01
1.180000000000001137e+01 2.580879430176690748e-01 9.675306481728035424e-02 1.613348782003886650e-01
1.182000000000001094e+01 2.466571693253054032e-01 9.266451305773518166e-02 1.539926562675703325e-01
1.184000000000001052e+01 2.334376901540286264e-01 8.786891035356872437e-02 1.455687798004599576e-01
1.186000000000001009e+01 2.182518958762386663e-01 8.229789003417624371e-02 1.359540058420622699e-01
1.188000000000001144e+01 2.010901003014253507e-01 7.594712514109035195e-02 1.251429751603349017e-01
1.190000000000001101e+01 1.821436468498270622e-01 6.888926495051744814e-02 1.132543818993095447e-01
1.192000000000001059e+01 1.618118377535349706e-01 6.127682340859619270e-02 1.005350143449387501e-01
1.194000000000001194e+01 1.406761370493067875e-01 5.333249530533226701e-02 8.734364174397456215e-02
1.196000000000001151e+01 1.194423733948515864e-01 4.532715680111103207e-02 7.411521659374054050e-02
1.198000000000001108e+01 9.885959711918741732e-02 3.754884687100201041e-02 6.131075024818549019e-02
1.200000000000001066e+01 7.963040527923928580e-02 3.026839599837304051e-02 4.936200928086627304e-02
1.202000000000001023e+01 6.232992600330087424e-02 2.370829348048689514e-02 3.862163252281399645e-02
1.204000000000001158e+01 4.734844580362666810e-02 1.802055285497117937e-02 2.932789294865550261e-02
1.206000000000001116e+01 3.486660950569527018e-02 1.327702515968602962e-02 2.158958434600926832e-02
1.208000000000001073e+01 2.486420717149224330e-02 9.472580106734946812e-03 1.539162706475730516e-02
1.210000000000001208e+01 1.715623342190671433e-02 6.538763258893392355e-03 1.061747016301333064e-02
1.212000000000001165e+01 1.144516131307440725e-02 4.363710800923683089e-03 7.081450512150708546e-03
1.214000000000001123e+01 7.377124884600743011e-03 2.813613982084224672e-03 4.563510902516516171e-03
1.216000000000001080e+01 4.591630556832958406e-03 1.751752841298169668e-03 2.839877715534791340e-03
1.218000000000001037e+01 2.758305638905809726e-03 1.052601245679997844e-03 1.705704393225813183e-03
1.220000000000001172e+01 1.598534067699447156e-03 6.101655800667675923e-04 9.883684876326806479e-04
1.222000000000001130e+01 8.933824847068358313e-04 3.410811173168295596e-04 5.523013673900064886e-04
1.224000000000001087e+01 4.813281531259413939e-04 1.838007433750481450e-04 2.975274097508931676e-04
1.226000000000001222e+01 2.499212332515927449e-04 9.545249073341689500e-05 1.544687425181760668e-04
1.228000000000001180e+01 1.250282012010615451e-04 4.775990459869904937e-05 7.726829660236253635e-05
1.230000000000001137e+01 6.024953440149692321e-05 2.301836838184968511e-05 3.723116601964724488e-05
1.232000000000001094e+01 2.796079836380035562e-05 1.068391597502020209e-05 1.727688238878015523e-05
1.234000000000001052e+01 1.249438021693816563e-05 4.774753201135718787e-06 7.719627015802443457e-06
1.236000000000001187e+01 5.374979758166560394e-06 2.054301203022108607e-06 3.320678555144450093e-06
1.238000000000001144e+01 2.225722842151382351e-06 8.507572283216451239e-07 1.374965613829736592e-06
1.240000000000001101e+01 8.870317936733446742e-07 3.390920539628710922e-07 5.479397397104733702e-07
1.242000000000001236e+01 3.401955363259841192e-07 1.300612190198800381e-07 2.101343173061039223e-07
1.244000000000001194e+01 1.255428207640312194e-07 4.800086806038045754e-08 7.754195270365066924e-08
1.246000000000001151e+01 4.457444965817318754e-08 1.704428065661876632e-08 2.753016900155441129e-08
1.248000000000001108e+01 1.522551077772101489e-08 5.822342448313441527e-09 9.403168329407571706e-09
1.250000000000001066e+01 5.002809501391239064e-09 1.913246564074125249e-09 3.089562937317114642e-09
