# q_distance branch_1_THz branch_2_THz branch_3_THz branch_4_THz branch_5_THz branch_6_THz branch_7_THz branch_8_THz branch_9_THz branch_10_THz branch_11_THz branch_12_THz
1.045397710782979411e-01 1.756334409081024672e+00 2.091848474771005773e+00 2.103605696013429505e+00 2.270782614966631474e+00 3.477716151573625680e+00 4.216904804848595312e+00 6.042629141876712850e+00 6.087461339652231906e+00 7.087432260623009128e+00 7.478492957577580036e+00 7.822410277361114161e+00 8.357733912026677814e+00
1.059524706874641342e-01 1.782358021197949949e+00 2.097467855594926878e+00 2.107989282608280668e+00 2.283119348003912474e+00 3.482582761956166451e+00 4.244023783499502045e+00 6.048116173454871181e+00 6.101259990669849920e+00 7.064256905444763923e+00 7.471209105849491827e+00 7.799871160120070535e+00 8.351911950710819710e+00
1.073651702966303273e-01 1.807985192392422169e+00 2.091357257822750171e+00 2.123582006055377391e+00 2.295049043163527980e+00 3.486357049530238505e+00 4.270286930577291251e+00 6.054347387396212810e+00 6.115697137949871909e+00 7.040889661811832845e+00 7.464124366209552441e+00 7.777347233759727807e+00 8.346255798314338392e+00
1.087778699057965204e-01 1.833177617386923641e+00 2.085301363360466453e+00 2.138617566548459692e+00 2.306562975106098978e+00 3.489096371546076103e+00 4.295655310941588034e+00 6.061336545372836504e+00 6.130715599446078024e+00 7.017344047386892214e+00 7.457247983398406888e+00 7.754872619065832140e+00 8.340772308033303162e+00
1.101905695149627135e-01 1.857894762085076756e+00 2.079326015970877517e+00 2.153087053613425894e+00 2.317652686800286688e+00 3.490862631210724043e+00 4.320092990891801321e+00 6.069094559525941790e+00 6.146252647705433780e+00 6.993634743529530517e+00 7.450589033564089192e+00 7.732484827437716923e+00 8.335468175310063899e+00
1.116032691241289065e-01 1.882093781367966123e+00 2.073455540009045084e+00 2.166981743942361316e+00 2.328309997442841173e+00 3.491721969271332160e+00 4.343567125417854058e+00 6.077629133899569602e+00 6.162240032525830635e+00 6.969777735291279086e+00 7.444156404396749416e+00 7.710225128418908724e+00 8.330349925317936055e+00
1.130159687332950996e-01 1.905729452387451284e+00 2.067712826004450388e+00 2.180293120749932978e+00 2.338527010616210156e+00 3.491744438309199339e+00 4.366048035248398129e+00 6.086944397157410869e+00 6.178603972614331141e+00 6.945790482077272010e+00 7.437958775017825097e+00 7.688138950180707809e+00 8.325423900475506400e+00
1.144286683424612927e-01 1.928754129713342147e+00 2.062119405374557513e+00 2.193012893328443180e+00 2.348296122629486060e+00 3.491003661022742399e+00 4.387509264982054624e+00 6.097040524394445882e+00 6.195265110646490214e+00 6.921692128955593049e+00 7.432004595704807315e+00 7.666276310899314161e+00 8.320696248034879616e+00
1.158413679516274858e-01 1.951117729962275504e+00 2.056695515280961839e+00 2.205133016713770377e+00 2.357610030986988736e+00 3.489576471438835537e+00 4.407927614015651585e+00 6.107913341375691196e+00 6.212138430014387147e+00 6.897503772685697143e+00 7.426302067539257479e+00 7.644692276149732457e+00 8.316172907790265967e+00
1.172540675607936789e-01 1.972767754868206325e+00 2.051460154595127428e+00 2.216645711368686378e+00 2.366461742928028578e+00 3.487542535473543648e+00 4.427283132876415728e+00 6.119553897632911799e+00 6.229133136775423907e+00 6.873248802599032814e+00 7.420859122071574276e+00 7.623447433404298756e+00 8.311859599954532385e+00
1.186667671699598581e-01 1.993649363065713498e+00 2.046431131887670674e+00 2.227543482784425599e+00 2.374844583980504797e+00 3.484983944724798999e+00 4.445559078909274930e+00 6.131947984443284483e+00 6.246152517143140237e+00 6.848953345587743158e+00 7.415683401101454741e+00 7.602608369123216470e+00 8.307761813252817262e+00
